"2021-02-25 03:22:28","8 days, 6:15:34.62","Managed","asr1001-x.abc.inc","00:c8:8b:80:bb:00","10.10.22.253","BORDER ROUTER","ASR1001-X","16.3.2"
"2021-02-25 03:50:09","62 days, 10:38:21.27","Managed","cat_9k_1","f8:7b:20:67:62:80","10.10.22.66","ACCESS","C9300-24UX","17.3.1"
"2021-02-25 03:48:45","191 days, 20:14:40.12","Managed","cat_9k_2","f8:7b:20:71:4d:80","10.10.22.70","ACCESS","C9300-24UX","16.6.4a"
"2021-02-25 03:58:58","8 days, 6:50:39.53","Managed","cs3850.abc.inc","cc:d8:c1:15:d2:80","10.10.22.73","DISTRIBUTION","WS-C3850-48U-E","16.9.5"
